Time,Gap value,rho,System objective value,iteration
144.89,0.025166,100,1.41778e+06,1
229.463,0.0159388,200,1.41744e+06,2
312.215,0.0179139,400,1.41729e+06,3
352.671,0.00678691,800,1.41727e+06,4
387.309,0.00384569,1600,1.41726e+06,5
420.992,0.00115289,3200,1.41727e+06,6
442.881,0.000146726,6400,1.41727e+06,7
464.787,7.30203e-06,12800,1.41727e+06,8
