Time,Gap value,rho,System objective value,iteration
313.693,5075.8,1,1.33669e+06,1
650.198,437.878,10,1.35004e+06,2
940.359,7.37093,100,1.35893e+06,3
1051.52,0.0742428,1000,1.36022e+06,4
1151.29,0.000774946,10000,1.36035e+06,5
1314.43,6.43311e-06,100000,1.36036e+06,6
