Time,Gap value,Tolling charge gap value,Rho,System objective value,Iteration
0,1.79769e+308,1.79769e+308,100,1.44529e+06,0
38.4926,4.73102,0.0544162,100,1.41792e+06,1
53.4156,0.000921611,0.00570347,1000,1.41835e+06,2
69.3232,1.89912e-07,3.93377e-06,10000,1.4184e+06,3
