Time,Gap value,rho,System objective value,iteration
144.803,0.025166,100,1.41778e+06,1
194.873,0.0141012,500,1.41765e+06,2
230.54,0.00118693,2500,1.41765e+06,3
254.229,0.000204683,12500,1.41765e+06,4
277.6,1.13102e-05,62500,1.41765e+06,5
