Time,Gap value,rho,System objective value,iteration
1257.05,0.284366,100,1.36264e+06,1
1533.71,0.0558042,1000,1.36257e+06,2
1741.54,0.000871179,10000,1.36268e+06,3
1911.37,1.82134e-05,100000,1.3627e+06,4
