Time,Gap value,New gap value,Tolling charge gap value,Rho,System objective value,Iteration
0,1.79769e+308,1.79769e+308,100,1.48317e+06,0
301.921,117.923,117.923,0.0818271,100,1.36287e+06,1
382.349,0.0131878,0.0131778,0.000835505,1000,1.36473e+06,2
521.314,2.02238e-07,-9.79776e-06,3.07424e-06,10000,1.36494e+06,3
